geo_point_2d;geo_shape;id_entsorg;kategorie;name;beschreibu;adresse;plz;ortschaft;telefon;www_link;oeffnungsz;zustaendig
47.556803650900505, 7.5892920806410995;"{""coordinates"": [7.5892920806411, 47.556803650900505], ""type"": ""Point""}";1025;Annahmestelle Sonderabfall;Goldene Engel Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Freie Strasse 20;4001;Basel;061 261 88 10;https://achillea.ch/goldene-engel-apotheke;Mo-Fr: 08:30-18:30, Sa: 08:30-17:00;Tiefbauamt Basel-Stadt
47.5587752303814, 7.586673083881505;"{""coordinates"": [7.586673083881505, 47.5587752303814], ""type"": ""Point""}";1015;Annahmestelle Sonderabfall;Drogerie Bielmann;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Stadthausgasse 15;4051;Basel;061 260 20 40;https://www.drogerie-bielmann.ch;Mo: 11:30-18:30, Di-Fr: 09:30-18:30, Sa: 09:00-17:00;Tiefbauamt Basel-Stadt
47.542544239709486, 7.5957398328529155;"{""coordinates"": [7.595739832852916, 47.542544239709486], ""type"": ""Point""}";1027;Annahmestelle Sonderabfall;Tell-Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Güterstrasse 223;4053;Basel;061 361 78 78;https://www.tellapotheke.ch;Mo-Fr: 08:00-18:30, Sa: 08:00-12:30;Tiefbauamt Basel-Stadt
47.551367616752565, 7.561558946198746;"{""coordinates"": [7.561558946198746, 47.551367616752565], ""type"": ""Point""}";1005;Annahmestelle Sonderabfall;Victoria-Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Gotthardstrasse 126;4054;Basel;061 301 40 53;https://www.victoria-basel.ch/;Mo-Fr: 07:30-12:15 / 13:45-18:30, Sa: 07:30-16:00;Tiefbauamt Basel-Stadt
47.581977428344075, 7.593669729611621;"{""coordinates"": [7.593669729611621, 47.581977428344075], ""type"": ""Point""}";1029;Annahmestelle Sonderabfall;Rhein-Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Kleinhüningeranlage 10;4057;Basel;061 631 23 23;https://www.rhein-apotheke.ch;Mo-Fr: 08:00-12:30 und 13:30-18:30, Sa: 08:00-12:15;Tiefbauamt Basel-Stadt
47.55027670307772, 7.603669842600983;"{""coordinates"": [7.603669842600983, 47.55027670307772], ""type"": ""Point""}";1010;Annahmestelle Sonderabfall;Sevogel-Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Sevogelstrasse 51;4052;Basel;061 311 52 40;https://www.sevogel-apotheke.ch/;Mo-Fr: 08:30-18:30, Sa: 09:00-16:00;Tiefbauamt Basel-Stadt
47.54518957485003, 7.588680885978178;"{""coordinates"": [7.588680885978178, 47.54518957485003], ""type"": ""Point""}";1030;Annahmestelle Sonderabfall;Coop Vitality Apotheke Südpark;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Güterstrasse 125;4053;Basel;058 878 84 40;https://www.coopvitality.ch/de/coop-vitality-basel-sudpark;Mo-Sa: 07:00-21:00;Tiefbauamt Basel-Stadt
47.57215717991664, 7.569433542081032;"{""coordinates"": [7.569433542081032, 47.57215717991664], ""type"": ""Point""}";1007;Annahmestelle Sonderabfall;Tiefbauamt Basel-Stadt / Stadtreinigung;Sonderabfälle aus Privathaushalten und dem Kleingewerbe (Medikamente, Farben, Lösungsmittel, Biozide usw.). Menge max. 250kg. Grösse der Behälter max. 25L. Freimenge für Basler Privathaushalte 20kg.;Hagenaustrasse 40a;4056;Basel;061 267 10 00;http://www.tiefbauamt.bs.ch/ueber-uns/aufgaben/stadtreinigung.html;Mo bis Fr: 07:00 bis 12:00;Tiefbauamt Basel-Stadt
47.56090945685839, 7.575345730621245;"{""coordinates"": [7.575345730621245, 47.56090945685839], ""type"": ""Point""}";1033;Annahmestelle Sonderabfall;Coop Vitality Apotheke Pilger;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Missionsstrasse 57;4055;Basel;058 878 86 10;https://www.coopvitality.ch/de/coop-vitality-basel-pilger;Mo-Fr: 08:00-18:30, Sa: 08:00-16:00;Tiefbauamt Basel-Stadt
47.54728320303575, 7.590440862082312;"{""coordinates"": [7.590440862082312, 47.54728320303575], ""type"": ""Point""}";1036;Annahmestelle Sonderabfall;Bahnhof Apotheke Drogerie;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Centralbahnstrasse 20;4051;Basel;061 283 30 55;https://achillea.ch/bahnhof-apotheke-drogerie-basel;Mo-Sa: 07:00-22:00;Tiefbauamt Basel-Stadt
47.550714677251214, 7.5793786897671005;"{""coordinates"": [7.5793786897671, 47.550714677251214], ""type"": ""Point""}";1039;Annahmestelle Sonderabfall;Holbein Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Oberwilerstrasse 7;4054;Basel;061 281 32 32;https://www.holbein-apotheke.ch/;"Mo - Fr: 08:00-12:30 / 13:30-18:30; Sa: 08:00-12:30 / 13:30-16:00";Tiefbauamt Basel-Stadt
47.54756022140734, 7.6219965537699945;"{""coordinates"": [7.621996553769995, 47.54756022140734], ""type"": ""Point""}";16002;Verkauf Vignette Basel;Spar Supermarkt Birs-Ykauf GmbH;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Birsstrasse 200;4052;Basel;+41 (0) 61 312 56 40;;;Amt für Umwelt und Energie Basel-Stadt
47.562154108362385, 7.573123330026608;"{""coordinates"": [7.573123330026608, 47.562154108362385], ""type"": ""Point""}";16003;Verkauf Vignette Basel;Impuls Drogerie Hildebrand;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Burgfelderstrasse 9;4055;Basel;+41 (0) 61 321 23 73;;;Amt für Umwelt und Energie Basel-Stadt
47.56876659664478, 7.5796251061513304;"{""coordinates"": [7.57962510615133, 47.56876659664478], ""type"": ""Point""}";16004;Verkauf Vignette Basel;St. Johann-Drogerie;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Elsässerstrasse 47;4056;Basel;+41 (0) 61 321 90 81;;;Amt für Umwelt und Energie Basel-Stadt
47.551364984709586, 7.561590132592512;"{""coordinates"": [7.561590132592512, 47.551364984709586], ""type"": ""Point""}";16006;Verkauf Vignette Basel;Victoria-Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Gotthardstrasse 126;4054;Basel;+41 (0) 61 301 40 53;;;Amt für Umwelt und Energie Basel-Stadt
47.58197576792357, 7.59371450675453;"{""coordinates"": [7.59371450675453, 47.58197576792357], ""type"": ""Point""}";16011;Verkauf Vignette Basel;Rhein Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Kleinhüningeranlage 10;4057;Basel;+41 (0) 61 631 23 23;http://www.rhein-apotheke.ch;;Amt für Umwelt und Energie Basel-Stadt
47.561398884146165, 7.574353751091639;"{""coordinates"": [7.574353751091639, 47.561398884146165], ""type"": ""Point""}";16013;Verkauf Vignette Basel;Tang Asien Supermarkt;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Spalenring 1;4055;Basel;+41 (0) 61 382 66 16;;;Amt für Umwelt und Energie Basel-Stadt
47.56194362151549, 7.573588840435293;"{""coordinates"": [7.573588840435293, 47.56194362151549], ""type"": ""Point""}";16017;Verkauf Vignette Basel;CITYRING APOTHEKE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Burgfelderstrasse 1;4055;Basel;+41 (0) 61 385 96 66;;;Amt für Umwelt und Energie Basel-Stadt
47.57735153852639, 7.590444395335816;"{""coordinates"": [7.590444395335816, 47.57735153852639], ""type"": ""Point""}";16019;Verkauf Vignette Basel;Migros Partner Inselstrasse GmbH;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Inselstrasse 63;4057;Basel;+41 (0) 61 638 20 30;;;Amt für Umwelt und Energie Basel-Stadt
47.56910886239302, 7.579690568084706;"{""coordinates"": [7.579690568084706, 47.56910886239302], ""type"": ""Point""}";16025;Verkauf Vignette Basel;Coop ELSÄSSERSTRASSE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Elsässerstrasse 36;4056;Basel;+41 (0) 61 327 30 80;;;Amt für Umwelt und Energie Basel-Stadt
47.563065859370084, 7.5975306674249845;"{""coordinates"": [7.597530667424985, 47.563065859370084], ""type"": ""Point""}";16026;Verkauf Vignette Basel;Coop EUROPE / Kiosk;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Clarastrasse 41;4058;Basel;+41 (0) 61 686 75 00;;;Amt für Umwelt und Energie Basel-Stadt
47.549574519771944, 7.606673286916446;"{""coordinates"": [7.606673286916446, 47.549574519771944], ""type"": ""Point""}";16028;Verkauf Vignette Basel;Coop HARDSTRASSE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hardstrasse 95;4052;Basel;+41 (0) 61 373 23 10;;;Amt für Umwelt und Energie Basel-Stadt
47.56225049411081, 7.572873343987728;"{""coordinates"": [7.572873343987728, 47.56225049411081], ""type"": ""Point""}";16043;Verkauf Vignette Basel;Migros BASEL BURGFELDER;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Burgfelderstrasse 11;4055;Basel;+41 (0) 58 575 89 00;;;Amt für Umwelt und Energie Basel-Stadt
47.552792145195724, 7.5927795038746115;"{""coordinates"": [7.592779503874612, 47.552792145195724], ""type"": ""Point""}";16045;Verkauf Vignette Basel;Migros BASEL DRACHEN CENTER;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Aeschenvorstadt 24;4051;Basel;+41 (0) 58 575 87 50;;;Amt für Umwelt und Energie Basel-Stadt
47.539517223719585, 7.604076346834215;"{""coordinates"": [7.604076346834215, 47.539517223719585], ""type"": ""Point""}";16050;Verkauf Vignette Basel;Migros BASEL MPARC DREISPITZ;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Münchensteinerstrasse 200;4053;Basel;+41 (0) 58 575 73 00;;;Amt für Umwelt und Energie Basel-Stadt
47.54758970435746, 7.55347537214912;"{""coordinates"": [7.55347537214912, 47.54758970435746], ""type"": ""Point""}";16051;Verkauf Vignette Basel;Migros BASEL PARADIES;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Spitzwaldstrasse 215;4123;Allschwil;+41 (0) 58 575 70 00;;;Amt für Umwelt und Energie Basel-Stadt
47.56875171094771, 7.569538710109332;"{""coordinates"": [7.569538710109332, 47.56875171094771], ""type"": ""Point""}";16057;Verkauf Vignette Basel;Denner Satelit;Verkauf von Sperrgut- und Grüngutvignetten für Basel.;Flughafenstrasse 65;4056;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.551553612061355, 7.59305416486944;"{""coordinates"": [7.59305416486944, 47.551553612061355], ""type"": ""Point""}";16059;Verkauf Vignette Basel;Migros Kirschgarten;Verkauf von Sperrgut- und Grüngutvignetten für Basel.;Henric Petri-Strasse 22;4051;Basel;+41 61 205 32 00;;;Amt für Umwelt und Energie Basel-Stadt
47.55425489636613, 7.576097243763037;"{""coordinates"": [7.576097243763037, 47.55425489636613], ""type"": ""Point""}";16061;Verkauf Vignette Basel;Schützenmatt Apotheke;Verkauf von Sperr- und Grüngutvignetten;Spalenring 160;4055;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.55020514369964, 7.578347979513594;"{""coordinates"": [7.578347979513594, 47.55020514369964], ""type"": ""Point""}";16063;Verkauf Vignette Basel;Migros Partner Birsigstrasse;Verkauf von Sperr- und Grüngutvignetten;Birsigstrasse 105;4054;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.555199378592825, 7.6144380897786395;"{""coordinates"": [7.614438089778639, 47.555199378592825], ""type"": ""Point""}";16064;Verkauf Vignette Basel;Breite Kiosk;Verkauf von Sperr- und Grüngutvignetten;Zürcherstrasse 158;4052;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.5579567592278, 7.559726717711042;"{""coordinates"": [7.559726717711042, 47.5579567592278], ""type"": ""Point""}";16067;Verkauf Vignette Basel;Coop Lindenplatz;Verkauf von Sperr- und Grüngutvignetten;Lindenstrasse 9;4123;Allschwil;;;;Amt für Umwelt und Energie Basel-Stadt
47.56103321096576, 7.591304134862687;"{""coordinates"": [7.591304134862687, 47.56103321096576], ""type"": ""Point""}";16068;Verkauf Vignette Basel;Coop Greifengasse;Verkauf von Sperr- und Grüngutvignetten;Greifengasse 3;4058;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.57071103593086, 7.633068078987567;"{""coordinates"": [7.633068078987567, 47.57071103593086], ""type"": ""Point""}";17003;Verkauf Vignette Riehen und Bettingen;Coop, Filiale Rauracher;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Rauracherstrasse 33;4125;Riehen;;http://www.coop.ch/de.html;;Gemeinde Riehen
47.575655347668956, 7.634926221001607;"{""coordinates"": [7.634926221001607, 47.575655347668956], ""type"": ""Point""}";17004;Verkauf Vignette Riehen und Bettingen;Coop Pronto Shop;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Aeussere Baselstrasse 263;4125;Riehen;;http://www.coop.ch/de.html;;Gemeinde Riehen
47.584933635509515, 7.650835700221264;"{""coordinates"": [7.650835700221264, 47.584933635509515], ""type"": ""Point""}";17001;Verkauf Vignette Riehen und Bettingen;Coop, Filiale Schmiedgasse;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Schmiedgasse 7/9;4125;Riehen;;http://www.coop.ch/de.html;;Gemeinde Riehen
47.58555817128944, 7.650342733628158;"{""coordinates"": [7.650342733628158, 47.58555817128944], ""type"": ""Point""}";17010;Verkauf Vignette Riehen und Bettingen;Denner, Filiale Riehen;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Baselstrasse 58;4125;Riehen;;https://www.denner.ch/de/;;Gemeinde Riehen
47.528815281942386, 7.656060236996793;"{""coordinates"": [7.656060236996793, 47.528815281942386], ""type"": ""Point""}";17013;Verkauf Vignette Riehen und Bettingen;Baumaterial Späth AG;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Falkensteinerstrasse 13;4132;Muttenz;+41 (0) 61 641 13 51;https://www.späth.ch/;;Gemeinde Riehen
47.58318503641169, 7.651749986169243;"{""coordinates"": [7.651749986169243, 47.58318503641169], ""type"": ""Point""}";17000;Verkauf Vignette Riehen und Bettingen;Die Post, Filiale 4125 Riehen 1;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Bahnhofstrasse 25;4125;Riehen;;https://places.post.ch/poi/Filiale-4125-Riehen-1/Bahnhofstrasse-25/4125/Riehen/001PST_001107427/de;;Gemeinde Riehen
