politische_gemeinde;bfs_nr;bezirk_bezeichnung;bezirk_nr;siedlung;einwohner_per_31_12_2021;plz;ortschaft;primarschulgemeinde;sekundarschulgemeinde;evang_kirchgemeinde;kath_kirchgemeinde
Hüttwilen;4821;Frauenfeld;2012;Kalchrain;25;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Langacker;x;8537;Uerschhausen;Neunforn;Neunforn;Nussbaumen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Mooracker;x;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Seehalde;x;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Hüttwilen;4821;Frauenfeld;2012;Sonnenhof (Hüttwilen);6;8536;Hüttwilen;Hüttwilen;Hüttwilen;Hüttwilen;Frauenfeld Plus
Kemmental;4666;Kreuzlingen;2013;Altishausen;169;8573;Altishausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Birkenhof;x;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Dütschenmühle;11;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Ellighausen;103;8566;Ellighausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Erlenacker;6;8573;Siegershausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Holzmannshaus;x;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Hugelshofen;350;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Krachenburg;9;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Lehmgrube;x;8566;Dotnacht;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Mannenmühle;13;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Oberneuwilen;286;8566;Neuwilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Oftershausen;40;8573;Siegershausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Schulhaus;9;8573;Altishausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kemmental;4666;Kreuzlingen;2013;Siegershausen;431;8573;Siegershausen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Unterstöcken;34;8566;Lippoldswilen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Kreuzlingen-Emmishofen
Kemmental;4666;Kreuzlingen;2013;Wiesental;x;8565;Hugelshofen;Kemmental;Kemmental;Alterswilen-Hugelshofen;Berg
Kesswil;4426;Arbon;2011;Burstel;9;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kesswil;4426;Arbon;2011;Moosholz;x;8593;Kesswil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Altnau-Güttingen-Münsterlingen
Kradolf-Schönenberg;4501;Weinfelden;2015;Buchzelg;59;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Egg;x;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Faarhus;x;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Hintermühle;x;9215;Buhwil;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Hörmoos;7;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Käserei;6;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Mühletobel;9;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Olmerswil;9;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Heiligkreuz
Kradolf-Schönenberg;4501;Weinfelden;2015;Rohrenberg;x;9214;Kradolf;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Rothen;19;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Schlössli;x;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kradolf-Schönenberg;4501;Weinfelden;2015;Waldhof (Neukirch);x;9217;Neukirch an der Thur;Nollen;Nollen;Neukirch an der Thur;Schönholzerswilen
Kradolf-Schönenberg;4501;Weinfelden;2015;Wiesental;9;9215;Schönenberg an der Thur;Region Sulgen;Region Sulgen;Sulgen-Kradolf;Sulgen
Kreuzlingen;4671;Kreuzlingen;2013;Kreuzlingen;2765;8280;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Kreuzlingen;4671;Kreuzlingen;2013;Kurzrickenbach;7069;8280, 8598;Kreuzlingen, Bottgihofen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Kreuzlingen;4671;Kreuzlingen;2013;Mellgenten;21;8280;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen;Kreuzlingen-Emmishofen
Langrickenbach;4681;Kreuzlingen;2013;Belzstadel;66;8585;Langrickenbach;Langrickenbach;Altnau;Altnau, Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Dünnershaus;16;8585;Langrickenbach;Langrickenbach;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Herzenwiese;x;8585;Zuben;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Lerchenhof;x;8585;Zuben;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Lindenhof;x;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Neuhof;18;8585;Langrickenbach;Langrickenbach;Altnau;Langrickenbach-Birwinken;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Tannenhof;x;8585;Herrenhof;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Langrickenbach;4681;Kreuzlingen;2013;Zuben;339;8585;Zuben;Langrickenbach;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Blatten;10;8574;Oberhofen;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Emmerzen;9;8574;Illighausen;Kemmental;Kemmental;Lengwil;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Emmerzholz;19;8574;Illighausen;Kemmental;Kemmental;Lengwil;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Hohenegg;20;8574;Oberhofen;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Illighausen;306;8574;Illighausen;Kemmental;Kemmental;Lengwil;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Liebburg;16;8574;Dettighofen (Lengwil);Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lengwil;4683;Kreuzlingen;2013;Lindenhof;6;8574;Illighausen;Kemmental;Kemmental;Lengwil;Altnau-Güttingen-Münsterlingen
Lengwil;4683;Kreuzlingen;2013;Spitz;x;8574;Oberhofen;Oberhofen-Lengwil;Kreuzlingen;Lengwil;Kreuzlingen-Emmishofen
Lommis;4741;Münchwilen;2014;Blasenberg;7;9508;Weingarten-Kalthäusern;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Flugplatz;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Heuberg;8;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Im Putteholz;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Lommis;771;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Neuhof;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Schloss;x;9506;Lommis;Lommis;Affeltrangen;Lommis;Lommis
Lommis;4741;Münchwilen;2014;Tobelhof;x;9508;Weingarten-Kalthäusern;Lommis;Affeltrangen;Lommis;Lommis
Mammern;4826;Frauenfeld;2012;Bildacker;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Chlösterli;6;8264;Eschenz;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Delphine;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Freienstein;6;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Halde;7;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Klingenzell;7;8264;Eschenz;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Neuburg;x;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Mammern;4826;Frauenfeld;2012;Rollirain;6;8265;Mammern;Mammern;Steckborn;Mammern;Untersee-Rhein
Matzingen;4591;Frauenfeld;2012;Breiti;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Brächli;104;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Büel;138;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Ristenbühl;38;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Schulhaus Buck;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Vorderhalingen;30;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Waldegg;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Matzingen;4591;Frauenfeld;2012;Weierhüsli;x;9548;Matzingen;Matzingen;Halingen;Matzingen;Wängi
Märstetten;4941;Weinfelden;2015;Bühl;x;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Grubmühle;9;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Märstetten-Station;930;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Neuburg;16;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Pilgerhof;11;8560;Märstetten;Märstetten;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Riet;x;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Rossrüti;x;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Ruberbaum, Hinterer;9;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Märstetten;4941;Weinfelden;2015;Wald;15;8561;Ottoberg;Ottoberg;Weinfelden;Märstetten;Weinfelden
Müllheim;4831;Frauenfeld;2012;Breitfeld;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Guggenbühl;155;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Höfli;366;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Langenhart;53;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Loohalde;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Neuhof;12;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Riethalde;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Rietwies;14;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Tüchelrösli;75;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Müllheim;4831;Frauenfeld;2012;Weiherhof;x;8555;Müllheim Dorf;Müllheim;Müllheim;Müllheim;Müllheim
Münchwilen;4746;Münchwilen;2014;Holzmannshaus;66;8360;Eschlikon;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Murgtal;22;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Mörikon;10;9543;St. Margarethen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Münchwilen;1712;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Pfannenstil;12;8360;Eschlikon;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Schweizerhof;x;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Sedel;80;9543;St. Margarethen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Bettwiesen
Münchwilen;4746;Münchwilen;2014;Subomm;6;9543;St. Margarethen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Tannhof;x;8360;Eschlikon;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münchwilen;4746;Münchwilen;2014;Weierhof;37;9542;Münchwilen;Münchwilen;Münchwilen;Münchwilen-Eschlikon;Sirnach
Münsterlingen;4691;Kreuzlingen;2013;Chaspersberg;x;8596;Scherzingen;Münsterlingen;Altnau;Scherzingen-Bottighofen;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Neuhof (Gemeinde Münsterlingen);x;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Scherzingen;1487;8596;Scherzingen;Münsterlingen;Altnau;Altnau, Scherzingen-Bottighofen;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Seedorf;78;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Studenwies;x;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Münsterlingen;4691;Kreuzlingen;2013;Waldhof;7;8597;Landschlacht;Münsterlingen;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Neunforn;4601;Frauenfeld;2012;Fehrhaus;16;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Langacker;x;8525;Niederneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Langmühle;11;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Morgensonne;7;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Mönchhof;7;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Neunforn;4601;Frauenfeld;2012;Stockenhof;x;8526;Oberneunforn;Neunforn;Neunforn;Neunforn;Frauenfeld Plus
Pfyn;4841;Frauenfeld;2012;Baumgarten;x;8505;Dettighofen;Herdern-Dettighofen;Hüttwilen;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Burg;9;8505;Dettighofen;Herdern-Dettighofen;Hüttwilen;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Feldbach;x;8505;Dettighofen;Herdern-Dettighofen;Hüttwilen;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Haldengut;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Himmelberg;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Hungerbühl (Gemeinde Pfyn);15;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Höchi;34;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Pfyn;953;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Steinacker;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Steinbach;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Städtli;50;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Tiergarten;x;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Pfyn;4841;Frauenfeld;2012;Ziegelhütte;29;8505;Pfyn;Pfyn;Müllheim;Pfyn;Pfyn
Raperswilen;4846;Kreuzlingen;2013;Birkenhof;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Eichhof;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Fischbach;58;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Raperswilen;173;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Rennental;8;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Sonnenberg;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Raperswilen;4846;Kreuzlingen;2013;Wiel;x;8558;Raperswilen;Wigoltingen;Wigoltingen;Wigoltingen-Raperswilen;Homburg
Roggwil;4431;Arbon;2011;Betenwil;25;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Bühlerzelg;x;9320;Stachen;Stachen;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Ebnet (Gemeinde Roggwil);32;9315;Neukirch (Egnach);Egnach;Egnach;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Erchenwil;17;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Freidorf;1043;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Frohheim;x;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Habersack;20;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Roggwil;4431;Arbon;2011;Holzerhof;x;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Mammertshofen (Schloss);x;9325;Roggwil;Roggwil;Arbon;Roggwil;Arbon
Roggwil;4431;Arbon;2011;Neuwil;84;9306;Freidorf;Freidorf-Watt;Arbon;Roggwil;Berg (SG)
Romanshorn;4436;Arbon;2011;Holzenstein;142;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Oberhäusern;54;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Romanshorn;10822;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Schlossberg;153;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Spitz;90;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Romanshorn;4436;Arbon;2011;Tobelmühle;x;8590;Romanshorn;Romanshorn;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Salenstein;4851;Kreuzlingen;2013;Mannenbach;262;8268;Mannenbach-Salenstein;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Oberfruthwilen;64;8269;Fruthwilen;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salenstein;4851;Kreuzlingen;2013;Sendhalde;x;8268;Salenstein;Salenstein;Ermatingen;Ermatingen;Ermatingen
Salmsach;4441;Arbon;2011;Fehlmoos;x;8599;Salmsach;Salmsach;Romanshorn-Salmsach;Romanshorn-Salmsach;Romanshorn
Salmsach;4441;Arbon;2011;Hubzelg;x;8580;Amriswil;Salmsach;Romanshorn-Salmsach;Amriswil-Sommeri;Romanshorn
Salmsach;4441;Arbon;2011;Ober-Buhreute;13;8580;Amriswil;Salmsach;Romanshorn-Salmsach;Amriswil-Sommeri;Romanshorn
Schlatt;4546;Frauenfeld;2012;Mettschlatt;324;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Oberschlatt;136;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Otteberg;x;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Paradieserfeld;x;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schlatt;4546;Frauenfeld;2012;Riethof;x;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Schlatt;Paradies
Schönholzerswilen;4756;Weinfelden;2015;Buchen;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Feldhof;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Freihof;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Haslen;18;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Laachen;27;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Leutenegg;42;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Heiligkreuz
Schönholzerswilen;4756;Weinfelden;2015;Neuhaus;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Nollenberg;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Rohren;21;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Wertbühl
Schönholzerswilen;4756;Weinfelden;2015;Schönholzerswilen;234;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Unterleutenegg;15;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Schönholzerswilen;4756;Weinfelden;2015;Vordertoos;x;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Wuppenau
Schönholzerswilen;4756;Weinfelden;2015;Waldi;x;8577;Schönholzerswilen;Nollen;Nollen;Bussnang-Leutmerken;Wertbühl
Schönholzerswilen;4756;Weinfelden;2015;Wartenwil;17;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Wertbühl
Schönholzerswilen;4756;Weinfelden;2015;Wieden;17;8577;Schönholzerswilen;Nollen;Nollen;Schönholzerswilen;Schönholzerswilen
Sirnach;4761;Münchwilen;2014;Büfelderhof;6;8370;Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Egg;38;8372;Wiezikon b. Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Feldhof;6;8370;Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Gloten;52;8370;Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Kreuzstrasse;6;8371;Busswil;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Riethof;8;9573;Littenheid;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Sonnenberg;312;8370;Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Sunnhalde (Busswil);x;8371;Busswil;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Talhof;x;9573;Littenheid;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Waldegg;x;8371;Busswil;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Weid;7;8371;Busswil;Sirnach;Sirnach;Sirnach;Sirnach
Sirnach;4761;Münchwilen;2014;Weidhof;x;8370;Sirnach;Sirnach;Sirnach;Sirnach;Sirnach
